Community,Decades,Scenario,Month,Temp,TError,Precip,PError
Fairbanks,2030-2039,rcp45,May,11.2,1.8,21.0,9.2
Fairbanks,2030-2039,rcp60,May,9.8,2.0,22.0,11.1
Fairbanks,2030-2039,rcp85,May,11.3,2.3,22.0,8.8
Fairbanks,2040-2049,rcp45,May,11.5,2.0,22.0,9.8
Fairbanks,2040-2049,rcp60,May,9.6,2.3,24.0,9.7
Fairbanks,2040-2049,rcp85,May,11.5,2.2,23.0,9.7
Fairbanks,2050-2059,rcp45,May,11.9,2.5,24.0,11.4
Fairbanks,2050-2059,rcp60,May,11.7,2.3,26.0,9.5
Fairbanks,2050-2059,rcp85,May,12.4,2.5,25.0,11.3
Fairbanks,2060-2069,rcp45,May,12.2,2.1,23.0,8.7
Fairbanks,2060-2069,rcp60,May,11.9,2.2,27.0,12.1
Fairbanks,2060-2069,rcp85,May,12.6,2.4,30.0,11.3
Fairbanks,2070-2079,rcp45,May,11.5,2.4,26.0,9.2
Fairbanks,2070-2079,rcp60,May,12.6,2.3,23.0,12.1
Fairbanks,2070-2079,rcp85,May,13.3,2.6,31.0,13.4
Fairbanks,2080-2089,rcp45,May,12.1,2.4,24.0,11.6
Fairbanks,2080-2089,rcp60,May,12.9,2.6,24.0,8.6
Fairbanks,2080-2089,rcp85,May,13.7,2.8,30.0,15.8
Fairbanks,2090-2099,rcp45,May,12.2,2.6,22.0,9.6
Fairbanks,2090-2099,rcp60,May,13.2,2.9,24.0,10.7
Fairbanks,2090-2099,rcp85,May,14.2,3.2,30.0,12.1
Fairbanks,1961-1990,cru32,May,9.1,1.6,18.0,12.9
Juneau,2010-2019,rcp45,May,9.3,1.3,129.0,56.5
Juneau,2010-2019,rcp60,May,9.5,1.3,122.0,58.1
Juneau,2010-2019,rcp85,May,9.2,1.3,136.0,57.5
Juneau,2020-2029,rcp45,May,9.6,1.3,142.0,57.3
Juneau,2020-2029,rcp60,May,9.5,1.0,150.0,53.3
Juneau,2020-2029,rcp85,May,10.1,1.4,142.0,59.2
Juneau,2030-2039,rcp45,May,10.0,1.3,156.0,73.6
Juneau,2030-2039,rcp60,May,9.9,1.3,150.0,72.0
Juneau,2030-2039,rcp85,May,10.5,1.6,144.0,55.2
Juneau,2040-2049,rcp45,May,10.6,1.4,146.0,69.7
Juneau,2040-2049,rcp60,May,9.9,1.6,137.0,62.7
Juneau,2040-2049,rcp85,May,10.7,1.6,144.0,69.0
Juneau,2050-2059,rcp45,May,10.8,1.6,149.0,65.0
Juneau,2050-2059,rcp60,May,10.7,1.7,147.0,68.6
Juneau,2050-2059,rcp85,May,11.6,1.7,143.0,62.7
Juneau,2060-2069,rcp45,May,11.2,1.7,132.0,64.0
Juneau,2060-2069,rcp60,May,10.9,1.5,132.0,55.5
Juneau,2060-2069,rcp85,May,11.8,2.0,163.0,80.5
Juneau,2070-2079,rcp45,May,11.0,1.8,194.0,81.7
Juneau,2070-2079,rcp60,May,11.3,1.6,141.0,66.5
Juneau,2070-2079,rcp85,May,12.4,2.3,162.0,63.7
Juneau,2080-2089,rcp45,May,11.1,1.7,152.0,63.0
Juneau,2080-2089,rcp60,May,11.7,1.7,148.0,59.9
Juneau,2080-2089,rcp85,May,13.2,2.3,162.0,63.7
Juneau,2090-2099,rcp45,May,11.4,1.7,158.0,80.8
Juneau,2090-2099,rcp60,May,12.0,2.1,151.0,64.2
Juneau,2090-2099,rcp85,May,13.9,2.3,162.0,70.1
Juneau,1961-1990,cru32,May,8.4,1.2,135.0,49.5
Anchorage,2010-2019,rcp45,Jun,13.8,1.9,33.0,9.4
Anchorage,2010-2019,rcp60,Jun,13.6,1.8,32.0,11.9
Anchorage,2010-2019,rcp85,Jun,13.7,2.1,31.0,12.9
Anchorage,2020-2029,rcp45,Jun,14.3,2.3,31.0,10.7
Anchorage,2020-2029,rcp60,Jun,13.8,1.7,35.0,13.8
Anchorage,2020-2029,rcp85,Jun,14.3,2.0,33.0,11.4
Anchorage,2030-2039,rcp45,Jun,14.8,2.0,30.0,10.7
Anchorage,2030-2039,rcp60,Jun,14.7,1.8,30.0,10.6
Anchorage,2030-2039,rcp85,Jun,15.1,2.2,36.0,11.8
Anchorage,2040-2049,rcp45,Jun,15.4,2.1,31.0,13.5
Anchorage,2040-2049,rcp60,Jun,15.3,2.1,30.0,12.9
Anchorage,2040-2049,rcp85,Jun,15.8,2.4,31.0,16.5
Anchorage,2050-2059,rcp45,Jun,15.3,2.0,35.0,13.3
Anchorage,2050-2059,rcp60,Jun,15.3,2.1,34.0,11.3
Anchorage,2050-2059,rcp85,Jun,15.9,2.1,34.0,9.2
Anchorage,2060-2069,rcp45,Jun,15.7,2.1,35.0,13.3
Anchorage,2060-2069,rcp60,Jun,15.5,1.8,36.0,13.4
Anchorage,2060-2069,rcp85,Jun,16.5,2.2,36.0,13.0
Anchorage,2070-2079,rcp45,Jun,16.0,2.2,33.0,11.2
Anchorage,2070-2079,rcp60,Jun,16.5,2.1,32.0,11.7
Anchorage,2070-2079,rcp85,Jun,16.9,2.6,35.0,12.9
Anchorage,2080-2089,rcp45,Jun,16.1,2.3,33.0,15.1
Anchorage,2080-2089,rcp60,Jun,16.3,2.4,36.0,13.0
Anchorage,2080-2089,rcp85,Jun,17.9,2.7,37.0,13.8
Anchorage,2090-2099,rcp45,Jun,16.3,2.5,35.0,13.6
Anchorage,2090-2099,rcp60,Jun,16.6,2.7,35.0,12.4
Anchorage,2090-2099,rcp85,Jun,18.3,3.1,37.0,11.9
Anchorage,1961-1990,cru32,Jun,12.5,1.0,29.0,18.3
Fairbanks,2010-2019,rcp45,Jun,16.4,2.1,45.0,19.1
Fairbanks,2010-2019,rcp60,Jun,16.2,1.7,42.0,17.8
Fairbanks,2010-2019,rcp85,Jun,16.1,2.3,43.0,20.0
Fairbanks,2020-2029,rcp45,Jun,16.7,2.0,47.0,19.6
Fairbanks,2020-2029,rcp60,Jun,16.2,1.6,49.0,20.7
Fairbanks,2020-2029,rcp85,Jun,16.1,1.8,50.0,18.6
Fairbanks,2030-2039,rcp45,Jun,17.2,2.3,49.0,16.6
Fairbanks,2030-2039,rcp60,Jun,17.0,1.9,49.0,21.0
Fairbanks,2030-2039,rcp85,Jun,17.4,1.9,47.0,19.0
Fairbanks,2040-2049,rcp45,Jun,17.5,2.1,51.0,20.8
Fairbanks,2040-2049,rcp60,Jun,17.6,1.8,45.0,16.5
Fairbanks,2040-2049,rcp85,Jun,17.8,2.3,53.0,22.6
Fairbanks,2050-2059,rcp45,Jun,17.4,1.9,51.0,20.8
Fairbanks,2050-2059,rcp60,Jun,17.3,2.1,52.0,21.3
Fairbanks,2050-2059,rcp85,Jun,18.1,2.5,60.0,21.3
Fairbanks,2060-2069,rcp45,Jun,17.8,2.2,52.0,21.2
Fairbanks,2060-2069,rcp60,Jun,17.4,1.9,54.0,20.7
Fairbanks,2060-2069,rcp85,Jun,18.8,1.9,55.0,20.7
Fairbanks,2070-2079,rcp45,Jun,17.9,2.5,51.0,20.6
Fairbanks,2070-2079,rcp60,Jun,18.6,2.1,57.0,19.3
Fairbanks,2070-2079,rcp85,Jun,19.0,2.4,62.0,25.5
Fairbanks,2080-2089,rcp45,Jun,18.2,2.5,56.0,21.5
Fairbanks,2080-2089,rcp60,Jun,18.4,2.6,57.0,20.4
Fairbanks,2080-2089,rcp85,Jun,20.0,2.7,58.0,25.6
Fairbanks,2090-2099,rcp45,Jun,18.2,2.6,55.0,21.3
Fairbanks,2090-2099,rcp60,Jun,18.8,2.9,56.0,26.3
Fairbanks,2090-2099,rcp85,Jun,20.2,3.4,69.0,28.9
Fairbanks,1961-1990,cru32,Jun,15.1,1.5,38.0,17.5
Juneau,2010-2019,rcp45,Jun,13.3,1.7,112.0,48.3
Juneau,2010-2019,rcp60,Jun,13.3,2.0,118.0,60.2
Juneau,2010-2019,rcp85,Jun,13.1,1.8,117.0,65.5
Juneau,2020-2029,rcp45,Jun,13.7,2.1,102.0,46.2
Juneau,2020-2029,rcp60,Jun,13.1,1.7,122.0,59.4
Juneau,2020-2029,rcp85,Jun,14.0,1.9,115.0,57.7
Juneau,2030-2039,rcp45,Jun,14.1,1.9,112.0,47.2
Juneau,2030-2039,rcp60,Jun,14.0,1.6,118.0,46.5
Juneau,2030-2039,rcp85,Jun,14.6,2.0,107.0,42.3
Juneau,2040-2049,rcp45,Jun,14.9,2.3,108.0,54.4
Juneau,2040-2049,rcp60,Jun,14.8,2.1,98.0,49.0
Juneau,2040-2049,rcp85,Jun,15.3,2.2,102.0,40.3
Juneau,2050-2059,rcp45,Jun,14.9,2.2,119.0,63.2
Juneau,2050-2059,rcp60,Jun,14.7,1.9,131.0,51.4
Juneau,2050-2059,rcp85,Jun,15.5,2.5,113.0,52.9
Juneau,2060-2069,rcp45,Jun,15.0,1.9,116.0,52.4
Juneau,2060-2069,rcp60,Jun,15.1,1.9,122.0,46.5
Juneau,2060-2069,rcp85,Jun,16.3,2.3,108.0,49.6
Juneau,2070-2079,rcp45,Jun,15.4,2.1,100.0,51.6
Juneau,2070-2079,rcp60,Jun,15.9,2.0,117.0,41.7
Juneau,2070-2079,rcp85,Jun,16.7,2.8,121.0,60.8
Juneau,2080-2089,rcp45,Jun,15.5,2.0,113.0,46.2
Juneau,2080-2089,rcp60,Jun,15.9,2.3,109.0,48.3
Juneau,2080-2089,rcp85,Jun,17.4,2.5,117.0,39.0
Juneau,2090-2099,rcp45,Jun,15.7,2.4,125.0,57.0
Juneau,2090-2099,rcp60,Jun,16.2,2.9,115.0,64.5
Juneau,2090-2099,rcp85,Jun,17.8,3.3,134.0,67.5
Juneau,1961-1990,cru32,Jun,11.9,1.2,106.0,39.7
Anchorage,2010-2019,rcp45,Jul,16.0,1.7,52.0,14.2
Anchorage,2010-2019,rcp60,Jul,16.2,1.9,55.0,20.4
Anchorage,2010-2019,rcp85,Jul,16.3,1.3,51.0,14.8
Anchorage,2020-2029,rcp45,Jul,16.2,1.3,54.0,14.8
Anchorage,2020-2029,rcp60,Jul,16.5,1.9,54.0,16.4
Anchorage,2020-2029,rcp85,Jul,16.3,1.4,58.0,17.8
Anchorage,2030-2039,rcp45,Jul,16.4,1.4,60.0,19.6
Anchorage,2030-2039,rcp60,Jul,16.9,1.8,53.0,17.0
Anchorage,2030-2039,rcp85,Jul,16.5,1.6,57.0,14.5
Anchorage,2040-2049,rcp45,Jul,17.2,1.8,58.0,17.7
Anchorage,2040-2049,rcp60,Jul,16.9,1.5,56.0,14.8
Anchorage,2040-2049,rcp85,Jul,17.5,1.6,59.0,20.8
Anchorage,2050-2059,rcp45,Jul,17.1,1.7,59.0,16.1
Anchorage,2050-2059,rcp60,Jul,17.3,1.5,55.0,15.7
Anchorage,2050-2059,rcp85,Jul,17.8,1.8,54.0,27.5
Anchorage,2060-2069,rcp45,Jul,17.8,1.8,57.0,19.3
Anchorage,2060-2069,rcp60,Jul,17.4,1.5,60.0,17.1
Anchorage,2060-2069,rcp85,Jul,18.1,1.6,59.0,16.1
Anchorage,2070-2079,rcp45,Jul,17.6,1.8,61.0,19.3
Anchorage,2070-2079,rcp60,Jul,17.9,1.5,56.0,18.3
Anchorage,2070-2079,rcp85,Jul,19.2,1.9,57.0,20.3
Anchorage,2080-2089,rcp45,Jul,17.5,1.8,62.0,21.0
Anchorage,2080-2089,rcp60,Jul,18.3,1.7,57.0,20.5
Anchorage,2080-2089,rcp85,Jul,19.3,2.0,63.0,23.6
Anchorage,2090-2099,rcp45,Jul,18.1,2.0,57.0,22.5
Anchorage,2090-2099,rcp60,Jul,18.2,1.9,62.0,22.8
Anchorage,2090-2099,rcp85,Jul,20.2,2.0,58.0,20.8
Anchorage,1961-1990,cru32,Jul,14.7,0.7,58.0,29.5
Fairbanks,2010-2019,rcp45,Jul,17.3,1.8,62.0,20.6
Fairbanks,2010-2019,rcp60,Jul,17.7,1.8,56.0,22.3
Fairbanks,2010-2019,rcp85,Jul,17.8,1.5,53.0,17.7
Fairbanks,2020-2029,rcp45,Jul,18.0,1.4,60.0,20.7
Fairbanks,2020-2029,rcp60,Jul,18.0,1.9,60.0,22.0
Fairbanks,2020-2029,rcp85,Jul,17.7,1.4,65.0,20.8
Fairbanks,2030-2039,rcp45,Jul,18.1,1.6,59.0,20.8
Fairbanks,2030-2039,rcp60,Jul,18.4,1.8,62.0,19.5
Fairbanks,2030-2039,rcp85,Jul,17.8,1.8,62.0,19.6
Fairbanks,2040-2049,rcp45,Jul,18.5,2.0,63.0,20.6
Fairbanks,2040-2049,rcp60,Jul,18.4,1.6,58.0,19.2
Fairbanks,2040-2049,rcp85,Jul,19.1,1.7,57.0,21.8
Fairbanks,2050-2059,rcp45,Jul,18.6,1.8,59.0,19.4
Fairbanks,2050-2059,rcp60,Jul,18.6,1.9,62.0,21.3
Fairbanks,2050-2059,rcp85,Jul,19.3,2.0,65.0,26.6
Fairbanks,2060-2069,rcp45,Jul,19.0,1.7,59.0,16.4
Fairbanks,2060-2069,rcp60,Jul,18.8,1.8,63.0,25.1
Fairbanks,2060-2069,rcp85,Jul,19.7,1.8,70.0,22.4
Fairbanks,2070-2079,rcp45,Jul,19.0,1.9,59.0,16.8
Fairbanks,2070-2079,rcp60,Jul,19.4,2.0,62.0,24.1
Fairbanks,2070-2079,rcp85,Jul,20.4,2.1,66.0,25.6
Fairbanks,2080-2089,rcp45,Jul,19.1,2.1,62.0,19.3
Fairbanks,2080-2089,rcp60,Jul,19.7,1.9,65.0,27.0
Fairbanks,2080-2089,rcp85,Jul,20.6,2.4,68.0,24.1
Fairbanks,2090-2099,rcp45,Jul,19.2,2.3,66.0,22.9
Fairbanks,2090-2099,rcp60,Jul,19.4,2.1,64.0,22.7
Fairbanks,2090-2099,rcp85,Jul,21.4,2.4,72.0,27.5
Fairbanks,1961-1990,cru32,Jul,16.4,1.2,48.0,22.2
Juneau,2010-2019,rcp45,Jul,15.0,1.7,141.0,63.4
Juneau,2010-2019,rcp60,Jul,15.0,1.5,139.0,62.2
Juneau,2010-2019,rcp85,Jul,15.0,1.7,143.0,56.3
Juneau,2020-2029,rcp45,Jul,15.3,1.7,154.0,65.6
Juneau,2020-2029,rcp60,Jul,15.3,1.8,141.0,61.5
Juneau,2020-2029,rcp85,Jul,15.1,1.5,148.0,62.5
Juneau,2030-2039,rcp45,Jul,15.8,1.7,149.0,60.0
Juneau,2030-2039,rcp60,Jul,15.7,1.8,144.0,67.0
Juneau,2030-2039,rcp85,Jul,15.7,1.8,168.0,82.6
Juneau,2040-2049,rcp45,Jul,16.1,1.8,155.0,67.6
Juneau,2040-2049,rcp60,Jul,15.9,1.7,157.0,62.4
Juneau,2040-2049,rcp85,Jul,16.7,2.0,151.0,59.1
Juneau,2050-2059,rcp45,Jul,16.3,1.8,147.0,59.9
Juneau,2050-2059,rcp60,Jul,16.3,1.9,136.0,54.5
Juneau,2050-2059,rcp85,Jul,17.0,1.9,158.0,67.5
Juneau,2060-2069,rcp45,Jul,16.7,1.4,150.0,66.6
Juneau,2060-2069,rcp60,Jul,16.4,1.7,154.0,65.1
Juneau,2060-2069,rcp85,Jul,17.4,2.1,143.0,54.8
Juneau,2070-2079,rcp45,Jul,16.5,2.0,151.0,62.9
Juneau,2070-2079,rcp60,Jul,16.9,1.8,163.0,82.4
Juneau,2070-2079,rcp85,Jul,18.0,2.1,165.0,63.2
Juneau,2080-2089,rcp45,Jul,16.6,1.7,166.0,74.8
Juneau,2080-2089,rcp60,Jul,17.1,1.9,160.0,78.4
Juneau,2080-2089,rcp85,Jul,18.3,2.2,159.0,73.3
Juneau,2090-2099,rcp45,Jul,16.9,2.2,156.0,62.9
Juneau,2090-2099,rcp60,Jul,17.4,2.1,152.0,59.8
Juneau,2090-2099,rcp85,Jul,18.9,2.5,154.0,77.4
Juneau,1961-1990,cru32,Jul,13.4,0.9,150.0,54.4
Anchorage,2010-2019,rcp45,Aug,14.6,1.3,75.0,26.2
Anchorage,2010-2019,rcp60,Aug,14.8,1.4,71.0,29.2
Anchorage,2010-2019,rcp85,Aug,14.6,1.4,74.0,30.1
Anchorage,2020-2029,rcp45,Aug,14.7,1.5,75.0,24.9
Anchorage,2020-2029,rcp60,Aug,14.9,1.1,71.0,22.9
Anchorage,2020-2029,rcp85,Aug,14.9,1.2,72.0,24.2
Anchorage,2030-2039,rcp45,Aug,15.1,1.5,76.0,29.0
Anchorage,2030-2039,rcp60,Aug,15.4,1.2,73.0,27.7
Anchorage,2030-2039,rcp85,Aug,15.3,1.6,78.0,29.8
Anchorage,2040-2049,rcp45,Aug,15.7,1.7,74.0,26.2
Anchorage,2040-2049,rcp60,Aug,15.4,1.3,72.0,31.8
Anchorage,2040-2049,rcp85,Aug,15.9,1.4,74.0,31.1
Anchorage,2050-2059,rcp45,Aug,15.6,1.4,79.0,24.0
Anchorage,2050-2059,rcp60,Aug,15.9,1.4,79.0,31.1
Anchorage,2050-2059,rcp85,Aug,16.7,1.5,72.0,28.2
Anchorage,2060-2069,rcp45,Aug,15.8,1.5,79.0,28.8
Anchorage,2060-2069,rcp60,Aug,16.1,1.4,73.0,26.8
Anchorage,2060-2069,rcp85,Aug,16.9,1.8,76.0,31.1
Anchorage,2070-2079,rcp45,Aug,16.3,1.4,79.0,26.3
Anchorage,2070-2079,rcp60,Aug,16.6,1.6,82.0,32.9
Anchorage,2070-2079,rcp85,Aug,17.2,1.6,85.0,30.4
Anchorage,2080-2089,rcp45,Aug,16.0,1.3,83.0,31.7
Anchorage,2080-2089,rcp60,Aug,16.6,1.7,78.0,27.1
Anchorage,2080-2089,rcp85,Aug,18.0,1.8,85.0,40.6
Anchorage,2090-2099,rcp45,Aug,16.4,1.4,76.0,27.5
Anchorage,2090-2099,rcp60,Aug,16.8,1.6,84.0,36.1
Anchorage,2090-2099,rcp85,Aug,18.5,2.1,90.0,32.9
Anchorage,1961-1990,cru32,Aug,13.4,1.0,69.0,31.7
Fairbanks,2010-2019,rcp45,Aug,14.6,1.4,61.0,24.3
Fairbanks,2010-2019,rcp60,Aug,14.9,1.5,54.0,19.0
Fairbanks,2010-2019,rcp85,Aug,14.9,1.7,53.0,16.0
Fairbanks,2020-2029,rcp45,Aug,14.8,1.9,63.0,21.1
Fairbanks,2020-2029,rcp60,Aug,15.1,1.3,56.0,22.1
Fairbanks,2020-2029,rcp85,Aug,15.1,1.5,62.0,20.9
Fairbanks,2030-2039,rcp45,Aug,15.1,1.5,62.0,25.0
Fairbanks,2030-2039,rcp60,Aug,15.5,1.5,59.0,18.8
Fairbanks,2030-2039,rcp85,Aug,15.3,2.1,62.0,24.0
Fairbanks,2040-2049,rcp45,Aug,15.7,1.7,61.0,17.6
Fairbanks,2040-2049,rcp60,Aug,15.4,1.5,63.0,22.8
Fairbanks,2040-2049,rcp85,Aug,15.9,1.5,67.0,21.5
Fairbanks,2050-2059,rcp45,Aug,15.9,1.7,65.0,23.9
Fairbanks,2050-2059,rcp60,Aug,16.2,1.8,57.0,18.6
Fairbanks,2050-2059,rcp85,Aug,17.0,1.7,64.0,26.7
Fairbanks,2060-2069,rcp45,Aug,15.7,1.7,66.0,21.0
Fairbanks,2060-2069,rcp60,Aug,16.2,1.9,63.0,23.8
Fairbanks,2060-2069,rcp85,Aug,17.0,2.1,72.0,20.9
Fairbanks,2070-2079,rcp45,Aug,16.5,1.8,65.0,19.3
Fairbanks,2070-2079,rcp60,Aug,16.9,1.9,69.0,20.4
Fairbanks,2070-2079,rcp85,Aug,17.5,1.7,71.0,22.4
Fairbanks,2080-2089,rcp45,Aug,16.3,1.6,68.0,27.5
Fairbanks,2080-2089,rcp60,Aug,16.9,2.2,63.0,22.7
Fairbanks,2080-2089,rcp85,Aug,18.2,2.0,73.0,24.5
Fairbanks,2090-2099,rcp45,Aug,16.2,1.7,65.0,20.9
Fairbanks,2090-2099,rcp60,Aug,16.9,1.7,67.0,23.3
Fairbanks,2090-2099,rcp85,Aug,19.0,2.1,77.0,28.1
Fairbanks,1961-1990,cru32,Aug,13.6,1.5,51.0,33.5
Juneau,2010-2019,rcp45,Aug,13.9,1.2,222.0,94.0
Juneau,2010-2019,rcp60,Aug,14.3,1.2,178.0,67.6
Juneau,2010-2019,rcp85,Aug,13.9,1.1,191.0,61.6
Juneau,2020-2029,rcp45,Aug,14.3,1.3,201.0,79.9
Juneau,2020-2029,rcp60,Aug,14.4,1.0,190.0,73.6
Juneau,2020-2029,rcp85,Aug,14.4,1.2,192.0,83.5
Juneau,2030-2039,rcp45,Aug,14.6,1.2,206.0,85.2
Juneau,2030-2039,rcp60,Aug,14.6,1.0,210.0,93.6
Juneau,2030-2039,rcp85,Aug,14.9,1.5,220.0,93.9
Juneau,2040-2049,rcp45,Aug,14.9,1.3,208.0,81.7
Juneau,2040-2049,rcp60,Aug,14.8,1.3,205.0,86.0
Juneau,2040-2049,rcp85,Aug,15.4,1.3,169.0,71.9
Juneau,2050-2059,rcp45,Aug,15.0,1.2,225.0,80.3
Juneau,2050-2059,rcp60,Aug,15.3,1.3,205.0,88.7
Juneau,2050-2059,rcp85,Aug,15.9,1.7,205.0,89.6
Juneau,2060-2069,rcp45,Aug,15.0,1.3,217.0,99.0
Juneau,2060-2069,rcp60,Aug,15.5,1.5,189.0,96.7
Juneau,2060-2069,rcp85,Aug,16.2,1.4,215.0,93.3
Juneau,2070-2079,rcp45,Aug,15.6,1.4,194.0,73.6
Juneau,2070-2079,rcp60,Aug,16.0,1.8,210.0,84.0
Juneau,2070-2079,rcp85,Aug,16.6,1.5,235.0,111.2
Juneau,2080-2089,rcp45,Aug,15.3,1.2,232.0,88.7
Juneau,2080-2089,rcp60,Aug,16.0,1.4,225.0,102.9
Juneau,2080-2089,rcp85,Aug,17.3,1.7,232.0,108.6
Juneau,2090-2099,rcp45,Aug,15.6,1.5,227.0,86.9
Juneau,2090-2099,rcp60,Aug,16.3,1.5,224.0,113.3
Juneau,2090-2099,rcp85,Aug,18.0,2.3,246.0,104.2
Juneau,1961-1990,cru32,Aug,12.8,1.1,195.0,71.8
Anchorage,2010-2019,rcp45,Sep,10.3,1.4,74.0,27.7
Anchorage,2010-2019,rcp60,Sep,10.4,1.3,77.0,28.9
Anchorage,2010-2019,rcp85,Sep,10.3,1.5,73.0,26.2
Anchorage,2020-2029,rcp45,Sep,10.4,1.4,68.0,22.7
Anchorage,2020-2029,rcp60,Sep,10.7,1.2,77.0,25.3
Anchorage,2020-2029,rcp85,Sep,10.6,1.3,72.0,21.8
Anchorage,2030-2039,rcp45,Sep,10.9,1.5,73.0,24.0
Anchorage,2030-2039,rcp60,Sep,10.8,1.6,70.0,24.8
Anchorage,2030-2039,rcp85,Sep,11.1,1.4,76.0,23.1
Anchorage,2040-2049,rcp45,Sep,11.4,1.4,77.0,25.1
Anchorage,2040-2049,rcp60,Sep,11.0,1.7,75.0,24.7
Anchorage,2040-2049,rcp85,Sep,11.6,1.3,73.0,26.5
Anchorage,2050-2059,rcp45,Sep,11.3,2.0,76.0,25.4
Anchorage,2050-2059,rcp60,Sep,11.4,1.3,71.0,28.7
Anchorage,2050-2059,rcp85,Sep,12.3,1.6,79.0,25.3
Anchorage,2060-2069,rcp45,Sep,11.7,1.6,79.0,30.4
Anchorage,2060-2069,rcp60,Sep,11.7,1.4,69.0,24.3
Anchorage,2060-2069,rcp85,Sep,12.4,1.8,77.0,28.7
Anchorage,2070-2079,rcp45,Sep,12.2,1.5,76.0,26.6
Anchorage,2070-2079,rcp60,Sep,11.8,1.6,74.0,30.4
Anchorage,2070-2079,rcp85,Sep,13.2,1.7,82.0,25.8
Anchorage,2080-2089,rcp45,Sep,12.2,1.5,80.0,27.4
Anchorage,2080-2089,rcp60,Sep,12.5,1.5,80.0,32.6
Anchorage,2080-2089,rcp85,Sep,13.6,2.0,86.0,31.4
Anchorage,2090-2099,rcp45,Sep,11.9,1.9,82.0,29.0
Anchorage,2090-2099,rcp60,Sep,12.4,1.5,85.0,28.0
Anchorage,2090-2099,rcp85,Sep,14.1,2.3,79.0,28.7
Anchorage,1961-1990,cru32,Sep,9.2,1.1,67.0,33.8
Fairbanks,2010-2019,rcp45,Sep,8.5,1.7,32.0,10.4
Fairbanks,2010-2019,rcp60,Sep,8.5,1.7,32.0,14.8
Fairbanks,2010-2019,rcp85,Sep,8.5,1.9,35.0,11.8
Fairbanks,2020-2029,rcp45,Sep,8.7,1.7,34.0,13.4
Fairbanks,2020-2029,rcp60,Sep,8.9,1.3,35.0,10.3
Fairbanks,2020-2029,rcp85,Sep,8.6,1.7,33.0,9.8
Fairbanks,2030-2039,rcp45,Sep,9.0,1.9,36.0,12.8
Fairbanks,2030-2039,rcp60,Sep,8.9,2.0,36.0,9.4
Fairbanks,2030-2039,rcp85,Sep,9.3,1.8,35.0,12.7
Fairbanks,2040-2049,rcp45,Sep,9.6,1.8,36.0,13.9
Fairbanks,2040-2049,rcp60,Sep,9.3,2.0,33.0,11.6
Fairbanks,2040-2049,rcp85,Sep,9.7,1.8,36.0,12.2
Fairbanks,2050-2059,rcp45,Sep,9.4,2.6,39.0,14.4
Fairbanks,2050-2059,rcp60,Sep,9.5,1.5,37.0,14.3
Fairbanks,2050-2059,rcp85,Sep,10.7,1.9,38.0,14.7
Fairbanks,2060-2069,rcp45,Sep,9.6,2.0,38.0,13.0
Fairbanks,2060-2069,rcp60,Sep,9.8,1.8,33.0,14.5
Fairbanks,2060-2069,rcp85,Sep,10.7,2.2,40.0,13.8
Fairbanks,2070-2079,rcp45,Sep,10.5,1.7,37.0,14.7
Fairbanks,2070-2079,rcp60,Sep,9.8,1.8,35.0,12.8
Fairbanks,2070-2079,rcp85,Sep,11.7,1.8,39.0,15.0
Fairbanks,2080-2089,rcp45,Sep,10.6,1.6,39.0,15.3
Fairbanks,2080-2089,rcp60,Sep,10.8,1.9,37.0,12.7
Fairbanks,2080-2089,rcp85,Sep,12.0,1.9,45.0,17.4
Fairbanks,2090-2099,rcp45,Sep,9.6,2.2,41.0,13.9
Fairbanks,2090-2099,rcp60,Sep,10.8,2.0,40.0,12.5
Fairbanks,2090-2099,rcp85,Sep,12.6,2.4,45.0,13.5
Fairbanks,1961-1990,cru32,Sep,7.1,1.6,30.0,24.5
Juneau,2010-2019,rcp45,Sep,11.0,1.3,288.0,87.4
Juneau,2010-2019,rcp60,Sep,11.0,1.3,273.0,79.1
Juneau,2010-2019,rcp85,Sep,10.8,1.2,285.0,88.4
Juneau,2020-2029,rcp45,Sep,11.1,1.3,289.0,84.0
Juneau,2020-2029,rcp60,Sep,11.4,1.1,312.0,88.3
Juneau,2020-2029,rcp85,Sep,11.4,1.2,301.0,94.6
Juneau,2030-2039,rcp45,Sep,11.6,1.0,326.0,96.2
Juneau,2030-2039,rcp60,Sep,11.3,1.2,288.0,109.9
Juneau,2030-2039,rcp85,Sep,11.8,1.1,323.0,92.1
Juneau,2040-2049,rcp45,Sep,11.9,1.2,301.0,96.0
Juneau,2040-2049,rcp60,Sep,11.9,1.2,330.0,98.9
Juneau,2040-2049,rcp85,Sep,12.3,1.3,298.0,96.4
Juneau,2050-2059,rcp45,Sep,12.1,1.6,324.0,112.5
Juneau,2050-2059,rcp60,Sep,12.1,1.1,299.0,86.7
Juneau,2050-2059,rcp85,Sep,12.9,1.3,319.0,119.5
Juneau,2060-2069,rcp45,Sep,12.4,1.4,300.0,108.1
Juneau,2060-2069,rcp60,Sep,12.1,1.0,279.0,88.0
Juneau,2060-2069,rcp85,Sep,13.0,1.6,336.0,108.1
Juneau,2070-2079,rcp45,Sep,12.7,1.3,314.0,110.4
Juneau,2070-2079,rcp60,Sep,12.5,1.4,301.0,114.6
Juneau,2070-2079,rcp85,Sep,13.7,1.7,340.0,116.0
Juneau,2080-2089,rcp45,Sep,12.6,1.1,306.0,119.4
